restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
g1063742-d7620350,Restaurant Botavara Vilassar,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilassar de Mar""]",Spain,Catalonia,Province of Barcelona,,"Cristofor Colom 76, 08340 Vilassar de Mar Spain",41.50587,2.39354,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017",#4 of 50 Restaurants in Vilassar de Mar,#4 of 60 places to eat in Vilassar de Mar,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner","Mediterranean, Spanish, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [""13:00-16:00""], ""Wed"": [""13:00-16:00""], ""Thu"": [""13:00-16:00""], ""Fri"": [""13:00-16:00"", ""21:00-23:30""], ""Sat"": [""13:00-16:00"", ""21:00-23:30""], ""Sun"": [""13:00-16:00""]}",6,23,8,4.5,118,English,2,2,0,0,0,0,4.5,4.5,4,4.5,
g1063742-d8513375,Bar Zamora Can Matias,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilassar de Mar""]",Spain,Catalonia,Province of Barcelona,,"Jeroni Marsal, 64, 08340 Vilassar de Mar Spain",41.509605,2.387891,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#1 of 50 Restaurants in Vilassar de Mar,#1 of 60 places to eat in Vilassar de Mar,"Cheap Eats, Mediterranean, Spanish, Vegetarian Friendly",€,€9-€30,,"Mediterranean, Spanish",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""07:15-18:30""], ""Tue"": [""07:15-18:30""], ""Wed"": [""07:15-18:30""], ""Thu"": [""07:15-18:30""], ""Fri"": [""07:15-00:00""], ""Sat"": [""07:15-00:00""], ""Sun"": []}",6,78.5,6,4.5,117,English,1,1,0,0,0,0,4.5,4.5,5,,
g1063977-d7346115,Castell de Guanta,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sentmenat""]",Spain,Catalonia,Province of Barcelona,,"Castell de Guanta , 6, 08181 Sentmenat Spain",41.64018,2.114167,Claimed,"Certificate of Excellence 2018, Certificate of Excellence 2017",#1 of 12 Restaurants in Sentmenat,#1 of 15 places to eat in Sentmenat,"Mid-range, Barbecue, Spanish, Vegetarian Friendly",€€-€€€,,"Breakfast, Lunch, Dinner, Brunch","Spanish, Barbecue","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [""01:30-03:30"", ""08:30-11:15""], ""Sat"": [""08:45-12:00"", ""13:30-17:00""], ""Sun"": [""09:00-12:00"", ""13:30-17:00""]}",3,18,6,4,102,All languages,102,53,31,10,4,4,4.5,4.5,4,,
g1063978-d2401664,el celler d'argentona,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Argentona""]",Spain,Catalonia,Province of Barcelona,,"C/ Bernat Riudemeia 6, 08310 Argentona Spain",41.55362,2.401062,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016",#3 of 27 Restaurants in Argentona,#3 of 30 places to eat in Argentona,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner","Mediterranean, Spanish, European","Vegetarian Friendly, Gluten Free Options",,Y,N,Y,"{""Mon"": [], ""Tue"": [""13:00-16:00""], ""Wed"": [""13:00-16:00""], ""Thu"": [""13:00-16:00""], ""Fri"": [""13:00-16:00"", ""20:00-23:00""], ""Sat"": [""13:00-16:00"", ""20:00-23:00""], ""Sun"": [""13:00-16:00""]}",6,24,8,4,112,English,4,1,3,0,0,0,4,4,4,4.5,
g1063978-d3958468,La Nova Fonda,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Argentona""]",Spain,Catalonia,Province of Barcelona,,"Carrer Gran 28, 08310 Argentona Spain",41.554764,2.401391,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#1 of 27 Restaurants in Argentona,#1 of 30 places to eat in Argentona,"Mid-range, Mediterranean, Contemporary, Healthy",€€-€€€,€12-€25,,"Mediterranean, Contemporary, Healthy, Japanese Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""13:00-16:00""], ""Tue"": [""13:00-16:00""], ""Wed"": [""13:00-16:00""], ""Thu"": [""13:00-16:00""], ""Fri"": [""13:00-16:00"", ""20:00-23:00""], ""Sat"": [""13:00-16:00"", ""20:00-23:00""], ""Sun"": [""13:00-16:00""]}",7,27,9,4.5,150,All languages,150,86,44,10,3,7,4,4.5,4,4,
g1063983-d2199930,Restaurant Santa Marta,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cabrera de Mar""]",Spain,Catalonia,Province of Barcelona,,"Calle Josep Domenech 35, 08349 Cabrera de Mar Spain",41.523167,2.390072,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#1 of 26 Restaurants in Cabrera de Mar,#1 of 31 places to eat in Cabrera de Mar,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner","Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [""13:00-15:30"", ""21:00-23:00""], ""Wed"": [""13:00-15:30"", ""21:00-23:00""], ""Thu"": [""13:00-15:30"", ""21:00-23:00""], ""Fri"": [""13:00-15:30"", ""21:00-23:00""], ""Sat"": [""13:00-15:30"", ""21:00-23:00""], ""Sun"": [""13:00-15:30""]}",6,25,11,4,253,English,11,7,3,0,0,1,4,4,4,4.5,
g1063983-d5316803,Restaurant Cals Frares,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cabrera de Mar""]",Spain,Catalonia,Province of Barcelona,,"Cami de Santa Elena, 28, 08349 Cabrera de Mar Spain",41.534267,2.403417,Claimed,,#13 of 26 Restaurants in Cabrera de Mar,#13 of 31 places to eat in Cabrera de Mar,"Mid-range, Steakhouse, Mediterranean, Barbecue",€€-€€€,,"Lunch, Dinner","Steakhouse, Mediterranean, Barbecue, Spanish","Vegetarian Friendly, Gluten Free Options",,Y,N,Y,"{""Mon"": [""13:00-15:00""], ""Tue"": [""13:00-15:00""], ""Wed"": [""13:00-15:00""], ""Thu"": [""13:00-15:00""], ""Fri"": [""13:00-15:00""], ""Sat"": [""13:00-15:00""], ""Sun"": [""13:00-15:00""]}",7,14,7,3,228,English,6,0,3,3,0,0,3.5,3,3,3,
g1063983-d6686128,Cal Tito,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cabrera de Mar""]",Spain,Catalonia,Province of Barcelona,,"Ronda Catalunya, 42, 08349 Cabrera de Mar Spain",41.51099,2.400063,Unclaimed,"Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Simple restaurant",#5 of 26 Restaurants in Cabrera de Mar,#5 of 31 places to eat in Cabrera de Mar,"Mid-range, Seafood, Mediterranean, Spanish",€€-€€€,,"Dinner, Lunch","Seafood, Mediterranean, Spanish",,"Reservations, Seating, Serves Alcohol, Table Service, Highchairs Available, Full Bar",N,N,N,,,,,3.5,142,English,3,1,1,0,0,1,4,3,3,4,
g1063983-d8180156,Bruma Beach Lounge Bar,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cabrera de Mar""]",Spain,Catalonia,Province of Barcelona,,"Passeig Maritim Xiringuito 4-blanco, 08349 Cabrera de Mar Spain",41.509274,2.407697,Claimed,,#16 of 26 Restaurants in Cabrera de Mar,#16 of 31 places to eat in Cabrera de Mar,"Mid-range, Mediterranean, Spanish",€€-€€€,,"Lunch, Dinner, After-hours, Drinks","Mediterranean, Spanish",,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Accepts Credit Cards, Table Service, Free off-street parking, Full Bar, Wine and Beer, Digital Payments",N,N,N,"{""Mon"": [""00:00-23:59""], ""Tue"": [""00:00-23:59""], ""Wed"": [""00:00-23:59""], ""Thu"": [""00:00-23:59""], ""Fri"": [""00:00-23:59""], ""Sat"": [""00:00-23:59""], ""Sun"": [""00:00-23:59""]}",7,167.88333333333333,7,3,164,English,11,8,1,0,1,1,4,3.5,3.5,,
g1063983-d8373231,Vaive Xiringuito,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cabrera de Mar""]",Spain,Catalonia,Province of Barcelona,,"Passeig Maritim 1, 08349 Cabrera de Mar Spain",41.506668,2.403059,Claimed,,#23 of 26 Restaurants in Cabrera de Mar,#23 of 31 places to eat in Cabrera de Mar,"Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,€20-€30,,"Mediterranean, Spanish","Vegetarian Friendly, Gluten Free Options",,Y,N,Y,"{""Mon"": [""10:00-01:00""], ""Tue"": [""10:00-01:00""], ""Wed"": [""10:00-01:00""], ""Thu"": [""10:00-03:00""], ""Fri"": [""10:00-03:00""], ""Sat"": [""10:00-03:00""], ""Sun"": [""10:00-01:00""]}",7,111,7,3.5,194,English,8,4,1,1,2,0,4,3.5,3.5,,
g1063984-d1120045,Restaurant Can Rafel,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cervello""]",Spain,Catalonia,Province of Barcelona,,"Carrer Can Rafel S/N Hotel Can Rafel, 08758 Cervello Spain",41.406612,1.963062,Unclaimed,"Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Comfortable restaurant",#1 of 11 Restaurants in Cervello,#1 of 13 places to eat in Cervello,"Fine Dining, Mediterranean, European, Spanish",€€€€,€39-€129,,"Mediterranean, Spanish, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [""14:00-16:00""], ""Sun"": []}",1,2,1,4.5,117,English,11,7,3,1,0,0,4.5,4.5,4,4.5,
g1063984-d3971060,Masia Can Guitart,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cervello""]",Spain,Catalonia,Province of Barcelona,,"Calle Masia 32, 08758 Cervello Spain",41.394295,1.975342,Claimed,Certificate of Excellence 2016,#3 of 11 Restaurants in Cervello,#3 of 13 places to eat in Cervello,"Mid-range, Mediterranean, Barbecue, Spanish",€€-€€€,€20-€60,,"Mediterranean, Barbecue, Spanish, Catalan",Vegetarian Friendly,,Y,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [""13:30-16:00""], ""Thu"": [""13:30-16:00""], ""Fri"": [""13:30-16:00""], ""Sat"": [""13:30-16:00""], ""Sun"": [""13:30-16:00""]}",5,12.5,5,3.5,165,All languages,165,46,53,29,15,22,3.5,3.5,3.5,3.5,
g1063988-d4764662,Can Biel Restaurant,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Llinars del Valles""]",Spain,Catalonia,Province of Barcelona,,"C/ Sant Esteve, S/N Al final de la calle., 08450 Llinars del Valles Spain",41.621204,2.37514,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#1 of 18 Restaurants in Llinars del Valles,#1 of 21 places to eat in Llinars del Valles,"Mid-range, Mediterranean, Spanish, Contemporary",€€-€€€,€15-€50,,"Mediterranean, Spanish, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [""13:00-16:00""], ""Wed"": [""13:00-16:00""], ""Thu"": [""13:00-16:00""], ""Fri"": [""13:00-16:00""], ""Sat"": [""13:00-16:00""], ""Sun"": [""13:00-16:00""]}",6,18,6,4,199,All languages,199,101,65,18,8,7,4,4,4,4.5,
g1063990-d1100632,La Mola,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Matadepera""]",Spain,Catalonia,Province of Barcelona,,"Romanesque Monastery of San Lorenzo Del Munt La Mola, 08230 Matadepera Spain",41.641365,2.018053,Claimed,,#8 of 17 Restaurants in Matadepera,#8 of 18 places to eat in Matadepera,"Mid-range, Mediterranean, Barbecue, Spanish",€€-€€€,,"Lunch, Dinner, Breakfast","Mediterranean, Barbecue, Spanish, Catalan, Healthy","Vegan Options, Vegetarian Friendly",,Y,Y,N,"{""Mon"": [""10:00-17:00""], ""Tue"": [""10:00-17:00""], ""Wed"": [""10:00-17:00""], ""Thu"": [""10:00-17:00""], ""Fri"": [""10:00-01:00""], ""Sat"": [""09:00-01:00""], ""Sun"": [""09:00-17:00""]}",7,67,7,3.5,155,English,11,4,2,3,1,1,4,3.5,3,4,
g1063990-d2037446,Can Vinyers,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Matadepera""]",Spain,Catalonia,Province of Barcelona,,"Pompeu Fabra s/n, 08230 Matadepera Spain",41.59882,2.03112,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#2 of 17 Restaurants in Matadepera,#2 of 18 places to eat in Matadepera,"Mid-range, Mediterranean, European, Spanish",€€-€€€,€18-€65,,"Mediterranean, European, Spanish, Contemporary, Catalan","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [], ""Tue"": [""08:30-17:00""], ""Wed"": [""08:30-17:00""], ""Thu"": [""08:30-17:00"", ""21:00-23:45""], ""Fri"": [""08:30-17:00"", ""21:00-23:45""], ""Sat"": [""08:30-17:00"", ""21:00-23:45""], ""Sun"": [""08:30-17:30""]}",6,59.75,9,4,154,English,11,7,3,0,0,1,4.5,4.5,4,4.5,
g1063990-d3173602,El Celler de Matadepera,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Matadepera""]",Spain,Catalonia,Province of Barcelona,,"Calle Gaudi, 2, 08230 Matadepera Spain",41.6013,2.024936,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#1 of 17 Restaurants in Matadepera,#1 of 18 places to eat in Matadepera,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner","Mediterranean, Spanish, Catalan, European, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""13:15-15:00""], ""Tue"": [""13:15-15:00""], ""Wed"": [], ""Thu"": [""13:15-20:00"", ""20:30-23:00""], ""Fri"": [""13:15-15:00"", ""20:30-23:00""], ""Sat"": [""13:15-15:00"", ""20:30-23:00""], ""Sun"": [""13:15-15:00""]}",6,23,9,4,189,English,13,5,5,2,1,0,4.5,4.5,4,4.5,"tapas, el celler, barcelona, dishes, wines"
g1063994-d1121707,Cal Blay Vinticinc,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Sadurni d'Anoia""]",Spain,Catalonia,Province of Barcelona,,"C/ Josep Rovira, 27, 08770 Sant Sadurni d'Anoia Spain",41.422695,1.784221,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#5 of 29 Restaurants in Sant Sadurni d'Anoia,#5 of 33 places to eat in Sant Sadurni d'Anoia,"Mid-range, Mediterranean, European, Spanish",€€-€€€,€16-€33,,"Mediterranean, European, Spanish, Contemporary, Fusion","Vegetarian Friendly, Gluten Free Options",,Y,N,Y,"{""Mon"": [""13:00-16:00""], ""Tue"": [], ""Wed"": [""13:00-16:00""], ""Thu"": [""13:00-16:00""], ""Fri"": [""13:00-16:00"", ""21:00-23:00""], ""Sat"": [""13:00-16:00"", ""21:00-23:00""], ""Sun"": [""13:00-16:00""]}",6,22,8,4,306,English,31,20,9,1,0,1,4,4,4,4,
g1063994-d11847647,Hatsukoi by El Centre,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Sadurni d'Anoia""]",Spain,Catalonia,Province of Barcelona,,"C/ Indústria 56 street INDUSTRIA 56, 08770 Sant Sadurni d'Anoia Spain",41.423977,1.787672,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",#1 of 29 Restaurants in Sant Sadurni d'Anoia,#1 of 33 places to eat in Sant Sadurni d'Anoia,"Mid-range, Mediterranean, Healthy, Japanese Fusion",€€-€€€,€20-€45,,"Mediterranean, Healthy, Japanese Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""13:00-15:30"", ""20:15-22:30""], ""Tue"": [], ""Wed"": [], ""Thu"": [""20:00-22:30""], ""Fri"": [""13:00-16:00"", ""20:15-23:00""], ""Sat"": [""13:00-16:00"", ""20:15-23:00""], ""Sun"": [""20:00-22:30""]}",5,21.25,8,4.5,209,English,11,9,1,1,0,0,5,4.5,4.5,,
g1063994-d1910320,Il Picarolo,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Sadurni d'Anoia""]",Spain,Catalonia,Province of Barcelona,,"C/ de la Industria, 54 Parking gratuito municipal, 08770 Sant Sadurni d'Anoia Spain",41.4235,1.787858,Claimed,"Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2014",#7 of 29 Restaurants in Sant Sadurni d'Anoia,#7 of 33 places to eat in Sant Sadurni d'Anoia,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,,"Lunch, Dinner, Brunch, After-hours, Drinks","Italian, Pizza, Mediterranean, European, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""12:00-17:00"", ""20:00-23:00""], ""Tue"": [""12:00-17:00"", ""20:00-23:00""], ""Wed"": [""12:00-17:00"", ""20:00-23:00""], ""Thu"": [""12:00-17:00"", ""20:00-23:00""], ""Fri"": [""12:00-17:00"", ""20:00-23:00""], ""Sat"": [""12:00-17:00"", ""20:00-23:00""], ""Sun"": [""12:00-17:00"", ""20:00-23:00""]}",7,56,14,4,342,English,18,9,6,3,0,0,4,4,4,3.5,
g1063994-d3297179,La Cava D'en Sergi,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Sadurni d'Anoia""]",Spain,Catalonia,Province of Barcelona,,"Valencia 17, 08770 Sant Sadurni d'Anoia Spain",41.427086,1.781222,Unclaimed,"Travellers' Choice, Michelin 2021 for Bib Gourmand: good quality, good value cooking, Michelin 2021 for Comfortable restaurant",#3 of 29 Restaurants in Sant Sadurni d'Anoia,#3 of 33 places to eat in Sant Sadurni d'Anoia,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner, After-hours","Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [""13:00-16:00""], ""Wed"": [""13:00-16:00""], ""Thu"": [""13:00-16:00""], ""Fri"": [""13:00-16:00"", ""21:00-23:30""], ""Sat"": [""13:30-16:00"", ""21:00-23:30""], ""Sun"": [""13:30-16:00""]}",6,22,8,4.5,257,English,16,11,5,0,0,0,4.5,4,4,4,
g1063994-d3650469,Restaurant - Botiga Ticus,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Sadurni d'Anoia""]",Spain,Catalonia,Province of Barcelona,,"Carrer Raval 19, 08770 Sant Sadurni d'Anoia Spain",41.42397,1.784729,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#2 of 29 Restaurants in Sant Sadurni d'Anoia,#2 of 33 places to eat in Sant Sadurni d'Anoia,"Mid-range, Mediterranean, European, Spanish",€€-€€€,€15-€24,,"Mediterranean, Spanish, Catalan, European","Vegetarian Friendly, Gluten Free Options",,Y,N,Y,"{""Mon"": [], ""Tue"": [], ""Wed"": [""12:00-16:00""], ""Thu"": [""12:00-16:00"", ""20:00-22:45""], ""Fri"": [""12:00-16:00"", ""20:00-22:45""], ""Sat"": [""12:00-16:00"", ""20:00-22:45""], ""Sun"": [""12:00-16:00""]}",5,28.25,8,4.5,406,English,55,48,7,0,0,0,4.5,4.5,4.5,4,"lunch, bread, small restaurant, three courses, cava country"
g1063994-d4053728,Ambrasa,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Sadurni d'Anoia""]",Spain,Catalonia,Province of Barcelona,,"Carrer Can Catassus 42, 08770 Sant Sadurni d'Anoia Spain",41.44317,1.796382,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#6 of 29 Restaurants in Sant Sadurni d'Anoia,#6 of 33 places to eat in Sant Sadurni d'Anoia,"Mid-range, Steakhouse, Mediterranean, European",€€-€€€,,"Lunch, Dinner, Breakfast, After-hours","Steakhouse, Mediterranean, Spanish, European","Vegan Options, Vegetarian Friendly, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [""13:00-16:00"", ""20:00-23:30""], ""Sat"": [""09:00-16:00"", ""20:00-23:30""], ""Sun"": [""09:00-16:00""]}",3,24,5,4.5,187,English,10,7,2,1,0,0,4.5,4.5,4.5,4.5,
g1063994-d5121666,Restaurant La Perla,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Sadurni d'Anoia""]",Spain,Catalonia,Province of Barcelona,,"Carrer de Mossen Jacint Verdaguer, 7, 08770 Sant Sadurni d'Anoia Spain",41.424244,1.78291,Claimed,"Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#8 of 29 Restaurants in Sant Sadurni d'Anoia,#8 of 33 places to eat in Sant Sadurni d'Anoia,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner, Brunch, Breakfast, After-hours","Mediterranean, Spanish, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""13:00-16:00""], ""Tue"": [""13:00-16:00""], ""Wed"": [""13:00-16:00""], ""Thu"": [""13:00-16:00""], ""Fri"": [""13:00-16:00""], ""Sat"": [""13:00-16:00""], ""Sun"": []}",6,18,6,4,171,English,13,9,4,0,0,0,4,4,4,4,
g1063994-d5508973,Canals & Munne,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Sadurni d'Anoia""]",Spain,Catalonia,Province of Barcelona,,"Plaza Pau Casals, 6, 08770 Sant Sadurni d'Anoia Spain",41.42472,1.78208,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#4 of 29 Restaurants in Sant Sadurni d'Anoia,#4 of 33 places to eat in Sant Sadurni d'Anoia,"Mid-range, Steakhouse, Mediterranean, European",€€-€€€,€20-€30,,"Steakhouse, Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Gluten Free Options",,Y,N,Y,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [""09:00-16:30""], ""Sun"": [""09:00-16:30""]}",2,15,2,4.5,701,English,14,7,5,0,1,1,4,4,4,4,
